loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
5800,36 months,7.06,179.25,A,10+ years,RENT,209200,Verified,credit_card,26.63,1,766,25.2,Charged Off
6100,36 months,8.67,193.04,B,1 year,RENT,237700,Source Verified,debt_consolidation,22.72,2,711,26.1,Fully Paid
6700,36 months,10.74,218.53,B,10+ years,MORTGAGE,67600,Not Verified,debt_consolidation,20.43,0,708,63.9,Fully Paid
5000,60 months,7.17,99.41,A,3 years,RENT,108500,Source Verified,debt_consolidation,12.78,0,755,42.8,Fully Paid
24800,36 months,12.13,825.26,B,10+ years,OWN,79700,Not Verified,debt_consolidation,20.72,2,695,42.2,Fully Paid
5600,36 months,11.82,185.52,B,10+ years,MORTGAGE,59100,Not Verified,debt_consolidation,42.04,2,747,10.2,Fully Paid
20500,60 months,6.81,404.09,A,3 years,RENT,31100,Source Verified,debt_consolidation,22.42,0,741,32.4,Fully Paid
11900,60 months,12.64,268.57,C,10+ years,OTHER,45100,Not Verified,debt_consolidation,12.57,0,699,68.0,Fully Paid
9200,36 months,13.24,311.05,C,2 years,RENT,66900,Not Verified,major_purchase,15.63,0,701,79.1,Charged Off
13800,36 months,6.53,423.14,A,10+ years,RENT,117200,Verified,major_purchase,10.31,0,743,59.4,Fully Paid
7500,36 months,7.18,232.2,A,10+ years,MORTGAGE,44600,Not Verified,home_improvement,37.34,1,763,54.6,Fully Paid
8200,60 months,9.82,173.5,B,2 years,RENT,38200,Not Verified,home_improvement,27.09,0,729,32.5,Fully Paid
7000,36 months,8.9,222.27,A,9 years,MORTGAGE,23500,Not Verified,debt_consolidation,4.88,1,748,41.8,Fully Paid
4800,36 months,13.72,163.4,C,1 year,RENT,112700,Not Verified,debt_consolidation,13.53,0,688,49.9,Charged Off
7700,36 months,10.63,250.74,B,7 years,RENT,16100,Not Verified,credit_card,10.17,0,722,28.8,Fully Paid
23800,36 months,5.2,715.45,A,3 years,RENT,43400,Not Verified,debt_consolidation,48.36,0,752,53.8,Charged Off
29100,60 months,9.89,616.72,B,1 year,MORTGAGE,85900,Source Verified,car,9.9,1,737,62.6,Fully Paid
12300,36 months,22.16,470.76,E,1 year,OWN,75700,Verified,debt_consolidation,7.21,0,661,76.0,Charged Off
6000,60 months,10.61,129.29,C,10+ years,MORTGAGE,38900,Not Verified,debt_consolidation,1.34,0,713,69.7,Fully Paid
11100,36 months,11.14,364.14,B,8 years,RENT,74100,Verified,debt_consolidation,12.63,0,709,6.5,Fully Paid
13700,36 months,6.59,420.45,A,10+ years,MORTGAGE,115300,Verified,credit_card,12.7,1,753,52.5,Fully Paid
19000,36 months,10.41,616.74,C,10+ years,MORTGAGE,48400,Source Verified,home_improvement,14.0,2,703,23.9,Fully Paid
4600,60 months,7.21,91.54,A,3 years,OWN,113000,Verified,credit_card,9.68,0,752,36.4,Fully Paid
18200,36 months,14.32,624.87,C,3 years,MORTGAGE,43300,Source Verified,debt_consolidation,17.39,0,698,65.0,Fully Paid
8600,36 months,12.48,287.62,C,10+ years,MORTGAGE,110400,Source Verified,home_improvement,14.97,0,692,68.3,Fully Paid
19000,36 months,17.11,678.44,D,2 years,RENT,22300,Source Verified,small_business,13.58,1,666,67.9,Fully Paid
20300,36 months,11.64,670.77,B,4 years,MORTGAGE,30400,Not Verified,credit_card,5.97,0,717,85.9,Charged Off
17000,36 months,13.8,579.37,C,10+ years,MORTGAGE,44000,Verified,debt_consolidation,7.99,0,704,41.1,Fully Paid
7600,60 months,15.33,182.12,D,10+ years,MORTGAGE,112800,Verified,credit_card,34.4,0,694,22.1,Charged Off
10500,60 months,18.42,269.04,D,< 1 year,MORTGAGE,123900,Source Verified,debt_consolidation,15.49,0,678,73.2,Fully Paid
15700,60 months,9.75,331.65,B,10+ years,MORTGAGE,29800,Source Verified,credit_card,9.51,0,723,68.7,Fully Paid
5500,36 months,7.46,170.98,A,5 years,MORTGAGE,48900,Verified,credit_card,18.36,0,750,55.7,Fully Paid
17200,36 months,10.32,557.58,B,2 years,RENT,112800,Verified,credit_card,25.99,0,705,7.6,Fully Paid
16800,36 months,21.0,632.94,E,1 year,MORTGAGE,49500,Not Verified,home_improvement,16.15,0,695,21.5,Fully Paid
36900,36 months,19.54,1362.7,E,< 1 year,RENT,88100,Not Verified,debt_consolidation,16.57,0,671,46.6,Fully Paid
7900,36 months,7.01,243.97,A,10+ years,MORTGAGE,26900,Verified,home_improvement,21.79,0,753,50.3,Fully Paid
14300,60 months,10.36,306.37,B,10+ years,MORTGAGE,26100,Not Verified,debt_consolidation,15.7,0,697,77.6,Charged Off
4600,36 months,11.17,150.97,B,< 1 year,MORTGAGE,102400,Verified,debt_consolidation,21.39,0,730,40.5,Fully Paid
11600,36 months,25.71,465.58,G,5 years,MORTGAGE,74900,Verified,debt_consolidation,36.11,0,639,43.5,Fully Paid
14600,36 months,9.46,467.41,B,< 1 year,RENT,43600,Verified,credit_card,16.71,0,732,66.5,Fully Paid
28300,36 months,6.69,869.82,A,10+ years,OWN,127500,Source Verified,debt_consolidation,13.7,1,748,45.7,Fully Paid
6800,36 months,11.07,222.85,B,7 years,RENT,42700,Source Verified,debt_consolidation,12.35,1,709,28.6,Fully Paid
18700,60 months,8.12,380.24,B,< 1 year,MORTGAGE,59600,Source Verified,debt_consolidation,5.65,0,729,77.8,Fully Paid
12700,36 months,9.65,407.71,B,< 1 year,RENT,101400,Not Verified,debt_consolidation,18.83,0,709,60.5,Fully Paid
24500,36 months,8.3,771.14,A,10+ years,MORTGAGE,59600,Not Verified,credit_card,3.67,0,741,50.0,Fully Paid
14600,36 months,6.67,448.61,A,3 years,RENT,40100,Verified,debt_consolidation,8.32,1,727,42.1,Fully Paid
7900,36 months,12.58,264.59,B,5 years,OWN,63600,Source Verified,other,2.47,1,721,22.3,Fully Paid
7300,36 months,14.2,250.21,C,8 years,MORTGAGE,59600,Not Verified,debt_consolidation,46.5,1,718,56.5,Charged Off
25500,36 months,8.6,806.15,A,4 years,MORTGAGE,57000,Verified,debt_consolidation,2.99,0,742,76.3,Fully Paid
13900,36 months,13.54,471.97,C,< 1 year,RENT,76700,Verified,debt_consolidation,12.44,1,693,30.2,Fully Paid
10000,36 months,7.14,309.41,A,4 years,RENT,44700,Source Verified,debt_consolidation,20.18,0,748,25.3,Fully Paid
9500,36 months,14.29,326.03,C,10+ years,MORTGAGE,69000,Source Verified,debt_consolidation,16.94,0,702,54.2,Fully Paid
18100,36 months,11.17,594.03,B,1 year,RENT,41400,Not Verified,debt_consolidation,28.87,0,714,81.8,Fully Paid
14900,36 months,12.38,497.6,C,3 years,MORTGAGE,59600,Source Verified,credit_card,21.98,2,696,28.3,Fully Paid
5800,60 months,7.21,115.42,A,10+ years,MORTGAGE,42800,Verified,debt_consolidation,10.76,0,743,43.3,Fully Paid
8700,36 months,8.06,272.87,A,< 1 year,RENT,140200,Verified,debt_consolidation,20.09,0,750,54.9,Fully Paid
7000,60 months,11.26,153.11,B,10+ years,MORTGAGE,116300,Source Verified,credit_card,12.15,0,723,45.2,Fully Paid
18000,36 months,9.28,574.74,B,10+ years,MORTGAGE,91700,Source Verified,debt_consolidation,22.52,2,721,30.1,Charged Off
8900,36 months,6.91,274.44,A,1 year,OWN,112000,Verified,small_business,7.04,0,741,41.5,Fully Paid
11400,36 months,6.95,351.74,A,9 years,MORTGAGE,35200,Not Verified,medical,17.54,0,758,58.0,Fully Paid
9600,36 months,18.92,351.51,D,10+ years,MORTGAGE,51600,Not Verified,debt_consolidation,13.12,1,696,71.7,Fully Paid
4200,36 months,10.36,136.23,B,5 years,MORTGAGE,77900,Verified,debt_consolidation,5.21,0,706,40.1,Fully Paid
12900,36 months,8.33,406.21,B,< 1 year,RENT,49000,Verified,debt_consolidation,7.54,0,728,60.7,Fully Paid
4600,60 months,19.22,119.88,D,1 year,MORTGAGE,25100,Verified,debt_consolidation,15.54,0,680,36.5,Fully Paid
7700,60 months,11.78,170.43,B,6 years,RENT,118400,Source Verified,credit_card,16.02,0,703,21.4,Charged Off
14400,36 months,10.49,467.97,B,9 years,RENT,127400,Not Verified,credit_card,17.11,0,725,76.8,Fully Paid
8000,36 months,19.61,295.72,D,8 years,RENT,94700,Not Verified,debt_consolidation,20.56,0,669,28.9,Fully Paid
7400,36 months,14.62,255.15,C,10+ years,RENT,25600,Verified,debt_consolidation,40.6,1,714,26.0,Charged Off
5600,36 months,7.15,173.3,A,1 year,RENT,39900,Verified,credit_card,9.53,0,751,42.2,Fully Paid
4600,60 months,19.29,120.06,E,10+ years,RENT,28700,Source Verified,debt_consolidation,27.99,0,642,62.4,Fully Paid
9200,36 months,7.25,285.12,A,4 years,RENT,92300,Not Verified,credit_card,13.13,0,740,66.0,Fully Paid
16400,36 months,19.0,601.16,D,6 years,OWN,115700,Verified,debt_consolidation,11.46,1,691,12.1,Fully Paid
14300,36 months,7.07,442.0,A,10+ years,RENT,26900,Verified,credit_card,16.41,0,756,46.3,Fully Paid
8200,36 months,10.96,268.3,B,10+ years,RENT,56200,Not Verified,credit_card,17.79,1,719,47.1,Charged Off
20700,36 months,11.24,680.05,B,< 1 year,MORTGAGE,60200,Not Verified,debt_consolidation,13.44,0,709,63.0,Fully Paid
24000,36 months,8.71,759.96,B,1 year,MORTGAGE,42200,Verified,debt_consolidation,23.77,0,700,35.8,Fully Paid
4100,36 months,11.15,134.52,B,1 year,OWN,46300,Verified,debt_consolidation,18.41,0,704,49.8,Fully Paid
27000,60 months,14.26,631.89,C,10+ years,RENT,62700,Source Verified,car,27.2,0,686,19.8,Charged Off
8900,36 months,14.73,307.35,C,2 years,OWN,60300,Verified,debt_consolidation,10.26,0,685,49.0,Fully Paid
39300,60 months,16.53,966.8,D,10+ years,MORTGAGE,105500,Verified,debt_consolidation,27.59,0,701,61.0,Fully Paid
9000,36 months,5.68,272.49,A,10+ years,RENT,54800,Not Verified,debt_consolidation,21.49,0,741,74.6,Fully Paid
9500,36 months,12.13,316.13,B,10+ years,RENT,69300,Not Verified,debt_consolidation,25.83,0,745,21.6,Fully Paid
11800,60 months,19.6,310.01,E,3 years,RENT,82500,Source Verified,debt_consolidation,15.9,0,671,55.5,Charged Off
8300,60 months,6.04,160.62,A,9 years,RENT,73300,Not Verified,debt_consolidation,12.31,0,746,47.2,Fully Paid
14900,36 months,15.08,517.1,D,4 years,MORTGAGE,154800,Verified,debt_consolidation,13.93,0,690,61.0,Fully Paid
21300,36 months,12.72,714.81,C,10+ years,MORTGAGE,92300,Not Verified,debt_consolidation,17.58,0,688,75.0,Fully Paid
7900,36 months,11.92,262.09,B,10+ years,MORTGAGE,98800,Not Verified,debt_consolidation,13.41,1,714,79.6,Fully Paid
25100,36 months,8.62,793.74,A,10+ years,MORTGAGE,121300,Verified,major_purchase,12.72,1,748,68.0,Fully Paid
40000,36 months,17.84,1442.89,D,10+ years,RENT,194400,Verified,credit_card,10.41,1,681,67.6,Fully Paid
7900,36 months,9.14,251.73,B,5 years,MORTGAGE,61400,Not Verified,credit_card,13.83,0,716,36.5,Fully Paid
7700,36 months,14.32,264.37,D,7 years,MORTGAGE,29300,Verified,debt_consolidation,9.11,0,695,29.3,Fully Paid
7500,36 months,7.61,233.68,A,6 years,RENT,71300,Source Verified,debt_consolidation,17.23,0,716,55.8,Fully Paid
6700,36 months,7.58,208.66,A,5 years,MORTGAGE,51700,Not Verified,debt_consolidation,28.53,0,749,77.1,Fully Paid
6100,36 months,10.64,198.67,B,2 years,MORTGAGE,86400,Source Verified,debt_consolidation,10.9,0,714,47.2,Fully Paid
7900,36 months,13.51,268.13,C,6 years,MORTGAGE,163400,Not Verified,debt_consolidation,11.54,0,679,57.0,Charged Off
7700,36 months,17.23,275.41,D,5 years,RENT,69900,Verified,credit_card,21.71,0,698,26.2,Fully Paid
4500,36 months,11.64,148.69,B,6 years,MORTGAGE,54200,Not Verified,major_purchase,13.43,0,714,62.3,Fully Paid
9100,60 months,7.2,181.05,A,7 years,MORTGAGE,124600,Verified,debt_consolidation,6.64,0,747,66.1,Fully Paid
13600,60 months,20.51,364.19,D,4 years,RENT,40100,Not Verified,debt_consolidation,10.37,0,691,78.8,Charged Off
7200,60 months,11.46,158.2,B,< 1 year,MORTGAGE,33000,Verified,debt_consolidation,12.11,1,720,53.0,Charged Off
16100,36 months,11.39,530.07,B,5 years,MORTGAGE,65600,Source Verified,major_purchase,6.86,0,707,60.9,Fully Paid
15500,36 months,10.18,501.45,B,10+ years,RENT,59400,Source Verified,debt_consolidation,15.59,0,739,19.0,Fully Paid
6100,60 months,13.16,139.29,C,8 years,MORTGAGE,56400,Verified,debt_consolidation,19.81,0,692,76.3,Fully Paid
20000,36 months,11.58,660.28,B,1 year,MORTGAGE,105000,Source Verified,home_improvement,4.4,0,711,69.9,Charged Off
10400,36 months,6.84,320.36,A,1 year,RENT,87200,Verified,credit_card,10.58,0,734,38.4,Fully Paid
12100,36 months,6.87,372.89,A,1 year,RENT,67100,Not Verified,car,11.18,0,759,44.0,Fully Paid
10500,60 months,17.41,263.27,D,10+ years,OWN,61300,Not Verified,debt_consolidation,14.25,0,666,44.2,Fully Paid
20300,36 months,9.82,653.31,B,7 years,MORTGAGE,48400,Not Verified,debt_consolidation,5.36,1,714,49.5,Fully Paid
13400,36 months,17.11,478.48,D,5 years,MORTGAGE,65700,Not Verified,medical,8.09,0,695,65.2,Fully Paid
11500,36 months,18.27,417.31,E,1 year,RENT,59900,Verified,debt_consolidation,4.07,0,653,65.0,Fully Paid
6500,36 months,14.8,224.69,C,3 years,MORTGAGE,65900,Source Verified,credit_card,20.6,1,700,49.6,Fully Paid
15000,60 months,15.5,360.8,D,10+ years,RENT,50700,Not Verified,credit_card,8.91,0,678,60.4,Fully Paid
4900,36 months,10.02,158.16,B,10+ years,RENT,65700,Verified,credit_card,16.84,0,755,38.9,Fully Paid
5400,60 months,11.68,119.25,B,10+ years,MORTGAGE,63100,Not Verified,debt_consolidation,17.69,0,692,67.3,Fully Paid
3800,36 months,11.87,125.98,C,10+ years,MORTGAGE,123700,Verified,debt_consolidation,11.76,0,693,70.6,Charged Off
9400,60 months,7.39,187.87,A,4 years,MORTGAGE,37200,Verified,debt_consolidation,13.37,0,747,78.3,Fully Paid
8000,36 months,11.61,264.23,B,10+ years,MORTGAGE,24200,Not Verified,debt_consolidation,8.25,0,716,31.8,Fully Paid
6300,36 months,13.07,212.48,C,8 years,MORTGAGE,40200,Verified,debt_consolidation,14.05,0,713,26.5,Fully Paid
14700,60 months,9.5,308.73,B,2 years,MORTGAGE,46800,Not Verified,small_business,3.8,1,684,77.0,Fully Paid
7000,36 months,13.71,238.26,C,10+ years,MORTGAGE,49600,Verified,debt_consolidation,35.08,0,705,43.2,Fully Paid
25500,60 months,10.2,544.31,B,4 years,RENT,60800,Source Verified,home_improvement,18.94,0,710,30.0,Fully Paid
15000,36 months,24.03,588.73,F,5 years,MORTGAGE,95900,Verified,credit_card,23.3,0,658,57.2,Fully Paid
12400,60 months,8.51,254.46,A,2 years,RENT,210500,Not Verified,small_business,12.45,1,716,32.8,Fully Paid
6400,36 months,10.26,207.29,B,10+ years,MORTGAGE,392200,Verified,credit_card,13.6,0,718,46.6,Fully Paid
6800,36 months,18.32,246.93,E,2 years,RENT,94400,Verified,debt_consolidation,3.33,1,681,66.3,Fully Paid
12200,60 months,12.92,277.09,C,10+ years,MORTGAGE,104500,Verified,debt_consolidation,11.55,0,691,47.6,Fully Paid
4100,60 months,12.5,92.24,C,8 years,MORTGAGE,66400,Source Verified,debt_consolidation,15.85,0,691,36.5,Fully Paid
11000,60 months,7.59,220.89,A,7 years,MORTGAGE,49200,Verified,home_improvement,23.42,1,744,49.9,Fully Paid
22700,36 months,11.07,743.92,B,3 years,MORTGAGE,30900,Verified,major_purchase,25.96,0,703,19.0,Fully Paid
17600,36 months,6.64,540.54,A,10+ years,RENT,34700,Verified,debt_consolidation,16.92,2,748,85.2,Fully Paid
15900,36 months,9.69,510.74,B,2 years,RENT,70000,Not Verified,medical,25.95,0,711,21.2,Fully Paid
12600,36 months,11.5,415.5,C,10+ years,RENT,139300,Source Verified,debt_consolidation,27.35,0,703,7.3,Fully Paid
22000,36 months,10.66,716.71,B,10+ years,RENT,61800,Verified,debt_consolidation,22.75,0,724,71.9,Fully Paid
5800,36 months,6.06,176.6,A,5 years,MORTGAGE,86000,Source Verified,debt_consolidation,16.32,0,756,74.1,Fully Paid
26400,36 months,12.44,882.42,B,10+ years,MORTGAGE,77000,Verified,debt_consolidation,6.07,0,697,18.9,Fully Paid
14600,36 months,9.91,470.48,B,5 years,RENT,61300,Verified,debt_consolidation,15.52,1,717,25.0,Fully Paid
6400,36 months,12.82,215.09,C,10+ years,MORTGAGE,39200,Source Verified,other,4.75,1,699,77.7,Fully Paid
11600,36 months,14.86,401.32,C,10+ years,OWN,45900,Verified,credit_card,11.56,0,699,61.0,Fully Paid
9000,36 months,10.78,293.71,B,7 years,MORTGAGE,26200,Verified,major_purchase,8.64,0,718,51.0,Fully Paid
10300,36 months,9.86,331.68,B,< 1 year,RENT,29400,Source Verified,debt_consolidation,11.24,0,717,23.8,Fully Paid
7800,36 months,22.22,298.77,E,1 year,MORTGAGE,17900,Verified,debt_consolidation,9.39,0,663,87.3,Charged Off
35600,36 months,10.72,1160.78,B,1 year,MORTGAGE,40000,Not Verified,car,14.09,0,708,77.3,Fully Paid
5800,36 months,9.18,184.92,B,8 years,RENT,77700,Not Verified,debt_consolidation,5.73,0,704,75.4,Fully Paid
7300,36 months,14.46,251.13,C,3 years,MORTGAGE,158200,Source Verified,major_purchase,7.66,0,707,55.9,Fully Paid
10300,60 months,10.48,221.29,B,2 years,MORTGAGE,51200,Source Verified,debt_consolidation,11.86,0,730,53.4,Fully Paid
17600,36 months,11.29,578.62,B,2 years,RENT,40800,Not Verified,credit_card,16.89,1,723,65.8,Fully Paid
8000,60 months,8.24,163.13,B,< 1 year,RENT,36500,Not Verified,credit_card,23.7,0,706,41.3,Fully Paid
21400,60 months,9.4,448.39,B,8 years,RENT,93500,Not Verified,major_purchase,22.24,0,722,38.0,Fully Paid
11600,36 months,14.92,401.66,D,3 years,RENT,68700,Verified,debt_consolidation,24.01,0,687,77.0,Charged Off
6600,36 months,6.83,203.28,A,2 years,OWN,99900,Verified,home_improvement,15.42,0,733,64.0,Fully Paid
37100,36 months,14.12,1270.15,C,2 years,RENT,92100,Not Verified,credit_card,1.81,0,680,55.0,Fully Paid
5200,36 months,9.76,167.2,B,10+ years,MORTGAGE,112100,Verified,credit_card,22.53,0,725,69.6,Charged Off
19300,36 months,25.22,769.61,G,9 years,OWN,57500,Source Verified,debt_consolidation,9.6,0,647,93.0,Fully Paid
12100,36 months,10.99,396.08,B,10+ years,MORTGAGE,49000,Not Verified,debt_consolidation,5.6,0,704,36.6,Fully Paid
9300,60 months,14.65,219.54,D,< 1 year,MORTGAGE,67800,Not Verified,credit_card,14.9,0,701,16.1,Fully Paid
21400,60 months,10.94,464.65,B,10+ years,RENT,65200,Verified,car,19.97,0,694,24.1,Fully Paid
10100,36 months,13.47,342.6,C,10+ years,RENT,90200,Source Verified,debt_consolidation,15.13,0,704,21.6,Charged Off
12100,36 months,15.67,423.43,D,4 years,MORTGAGE,20500,Verified,credit_card,6.0,1,690,74.7,Fully Paid
10600,36 months,13.64,360.43,C,7 years,RENT,95000,Source Verified,debt_consolidation,23.83,0,702,75.2,Fully Paid
5800,60 months,7.29,115.64,A,< 1 year,RENT,16600,Verified,debt_consolidation,21.71,1,746,47.7,Fully Paid
6600,60 months,7.13,131.09,A,5 years,RENT,53900,Source Verified,debt_consolidation,14.7,0,736,27.7,Fully Paid
9600,60 months,7.55,192.59,A,4 years,RENT,24700,Not Verified,debt_consolidation,15.79,0,723,77.4,Fully Paid
17500,36 months,8.86,555.36,B,10+ years,RENT,40400,Not Verified,debt_consolidation,5.98,0,720,26.0,Fully Paid
7100,36 months,13.87,242.21,C,4 years,RENT,43500,Verified,debt_consolidation,13.89,0,689,94.9,Fully Paid
6300,36 months,13.52,213.85,C,10+ years,MORTGAGE,66600,Not Verified,debt_consolidation,12.79,0,695,32.9,Fully Paid
25400,36 months,10.73,828.32,B,< 1 year,RENT,41000,Not Verified,medical,3.17,0,716,63.2,Fully Paid
3700,60 months,18.87,95.72,E,7 years,MORTGAGE,170800,Source Verified,debt_consolidation,22.11,0,659,46.2,Fully Paid
10200,36 months,12.06,339.08,B,2 years,MORTGAGE,71400,Source Verified,debt_consolidation,27.69,0,723,61.6,Fully Paid
16000,36 months,7.83,500.13,A,5 years,MORTGAGE,51800,Verified,debt_consolidation,11.65,0,767,49.7,Fully Paid
8000,36 months,24.75,317.02,F,8 years,RENT,156800,Verified,credit_card,16.36,0,655,31.0,Fully Paid
